1567	3240	29859	467610	5506588	89576532
1847	4229	39023	422582	5964968	91811760
1853	3327	30857	649040	5648296	90184319
2249	4045	30357	547826	5946280	89454553
1699	4305	31383	634751	5828074	87018404
1750	8366	29723	554086	5997866	89363821
1372	3597	30686	645392	5970814	90591480
1921	3757	34478	423033	5725690	88982819
1556	3479	52441	402327	8816378	100036305
2346	3703	31526	523750	6141706	91717285
1920	3346	29867	532406	5499150	89501022
1912	5363	30504	508258	6211776	87699781
1167	12085	43302	523442	6191506	85823980
2406	4794	29845	245398	5953011	85418926
1612	3840	29893	714346	5840503	87826531
1669	3149	38958	431411	5990214	86393879
1289	4077	30112	484416	5623455	87322956
1129	4369	30819	849517	5704673	87634864
1815	14063	30436	480371	6377879	86354640
4429	9736	29942	759508	5578850	89157348
2357	3806	51413	552743	5982585	87808771
1436	10673	38024	405928	6524454	88926731
1967	3561	30271	423132	7537515	92385000
2417	3134	29761	526574	6283795	108716846
1150	3416	24454	470436	5129814	97880398
28296	3741	31420	897817	8551465	94723405
1611	4181	30333	644046	8800422	89094014
2039	10183	28917	401135	5443145	85586269
2129	2890	29191	759743	5466906	88883798
1577	3662	30813	537864	6230307	86788803
1339	12811	27367	355679	5213321	93165671
1815	3673	30890	407748	5922727	91639222
1737	9629	29738	766739	5463455	93366853
2377	7156	56644	621224	3436668	122996697
1504	12264	0	2511190	7249740	93324125
1483	16982	210831	1201319	7677625	95615078
1661	4105	30133	1063943	7945856	89161322
2426	11927	31066	854448	5455728	85765628
1503	10437	31104	564784	5841378	91126214
1584	15648	32361	571955	6319966	89542354
1648	9740	30712	516547	6624186	85401580
1224	5352	35618	616155	6485403	93417535
1378	3010	30705	534134	6253510	86500607
1405	4027	30613	592029	5862837	92448507
3330	27892	30883	597439	5852592	85754950
2175	8553	31123	597592	9472417	92401597
2000	3926	30799	1139183	7756866	91819168
1771	3466	113179	595645	7831161	94687188
3351	5045	122953	693755	7459060	92427746
1818	21017	29890	610959	5663315	86899412
1534	3098	29193	471898	6125944	89422513
1259	143019	31397	687231	5966720	93915056
2278	5461	32439	730591	7205354	108660086
3294	5654	40891	611324	8188053	98474648
1991	3384	30224	511507	6008799	92092656
2000	3768	30566	521711	5853110	87962186
1839	3759	29238	387087	9291477	94296471
1937	13440	30473	417718	6253108	89853695
1399	13108	30334	636946	5935352	87688720
1876	3933	31085	480931	5706923	91595746
2150	10396	58071	502068	5348290	85167552
1651	3273	32196	362302	5780307	85858469
1572	3304	30836	399827	5394921	90161152
1581	4646	29466	696153	5483376	86530630
1533	8236	31993	454123	5746707	91328064
1679	3068	34750	405271	6893048	88423674
2612	3213	30308	418304	6591221	88565035
1958	3884	62919	435500	6654012	89880802
1744	3663	30797	568765	6519637	86857003
1883	10271	120952	695644	5597257	86197553
2076	3752	32579	1675784	6233326	85615588
1648	5450	31568	491959	5940313	88130457
1400	17095	28652	543596	6249740	90579361
2076	9968	31259	623331	5986346	89898050
1624	3686	31980	643559	7845802	87218023
1846	11072	29295	672280	5476162	89328689
1757	3689	30984	403958	6989151	95692347
1833	3634	29972	913835	5692242	100201038
1716	3281	30068	400285	5512907	98645835
1590	10651	31372	537034	6078417	90017652
1855	4063	55140	635570	5603710	87186482
1873	3109	32628	401862	8193509	90034066
2117	11579	31167	417579	6304180	91557080
1691	3983	60712	574887	5971481	86237158
1056	3381	30595	562027	6102268	90375557
1708	4210	38537	418253	5910567	91482725
4397	10922	41812	431889	5747149	87351297
2101	4556	28649	762614	5681913	90534351
1814	5035	30664	686108	6059331	92445220
1516	3549	78821	761805	6960529	89518228
1683	4145	30314	400953	6140404	90217068
1767	4123	31906	539049	7256446	89953069
990	17092	30155	456363	5531990	90988386
1301	4125	31626	721674	5687978	86648560
1505	3396	42136	521246	6534512	89576877
1223	5012	166334	524457	5658822	84786837
1632	3617	31175	306150	5821773	85192203
1478	3601	47399	516481	5933179	86992271
4475	3913	33190	492234	5818129	89795854
1421	17079	31604	542275	6026704	88332528
2271	3923	40389	548587	5748727	95285631
3004	13457	39355	1146146	9007847	177495051
2013	10910	30141	943117	11303873	94187367
1840	3867	29672	542327	5828622	100505103
1350	9616	31260	536823	8512785	96671443
1958	3821	29722	693636	8390138	148129374
1327	3153	26878	722755	7312416	100451741
1583	12245	52981	546760	8287140	88890694
1721	4648	32266	472540	5648768	91072311
2948	23874	38088	513747	5568567	86855919
1416	3757	29377	550750	6036035	90200961
1547	39744	31006	427814	6292224	87907770
2171	11130	29590	398911	5741886	91209130
1978	21352	32200	501923	6149500	90892027
1480	7894	31645	508847	6232902	94285569
2725	4156	34733	631614	5938603	88442910
1442	3212	30422	400571	6020113	113366544
2192	10923	30791	429830	5730530	87397930
1940	3729	30030	495812	5823060	96436582
2088	3492	32934	706932	6058710	92502425
1477	12207	31362	610071	5741124	84682032
1764	3261	29845	638637	6348703	89311853
1680	19464	79159	600436	6421600	89102628
1648	3651	48040	590890	7624452	90192713
1640	3222	51079	632082	6125500	86517848
2893	4696	30524	412674	6147525	88871446
4081	4494	92625	538428	5365189	90166182
2462	3849	31060	493689	5561176	89668602
1584	4128	32303	505893	5577044	85365515
2078	93037	37390	402278	5953363	91960265
2133	4968	30748	402482	6073623	90313413
1831	4103	29169	443482	5596724	91945117
2376	3910	29952	400838	5626285	87352485
1739	4701	179130	484700	5804150	86008664
1285	14509	30831	629716	5620954	89554530
2042	20177	31178	578853	6230321	86006128
1504	4021	29450	666634	6165611	92216208
1912	10273	31197	616493	8849202	89923275
2125	3818	30181	467910	5865049	85679401
1798	21426	42195	600264	6003128	92670331
2129	4323	30417	686299	5945273	90336926
2280	3709	31746	416923	6377948	89754468
2185	14398	31981	539903	6268720	93348343
2804	3743	60401	281091	6257077	89463447
1442	3381	32222	583992	5851249	92415389
1568	8765	31235	432611	6183995	86653449
3311	3189	32072	402054	5547403	93896611
1540	10444	31234	507098	6169832	90394263
1473	3907	34251	605846	5681095	87913865
1575	4629	32132	750743	5917240	85381206
1983	4200	29855	505003	5755891	88850365
1621	9998	29403	434076	6089102	90450683
1240	112480	40857	547666	5929675	91019764
1555	11024	30482	480095	5890676	88115799
1880	3181	30474	274199	5671260	89506203
1508	9781	31882	380043	5965945	90363281
1468	5086	35041	404552	6645797	89474681
1476	11152	31051	554340	5988938	85911675
2253	3745	30431	726263	5740920	88985849
1648	4522	150163	1058233	7295878	90020604
1730	4008	44363	597575	8522033	91635995
1260	4033	31111	1070276	8233116	95929804
3009	4126	29612	837947	8414362	94926648
2504	17006	53975	907307	6142351	96467840
1654	3350	30619	609719	5960836	86954810
11488	3108	44153	623786	5747095	86646908
1375	13145	31077	475882	6174573	86643170
1250	3857	33152	495995	5870155	86753068
1497	4064	29513	444929	5713211	88195946
1712	3350	31925	300378	6185675	91173335
1155	3995	41020	554351	8012749	85181153
2146	9945	33776	474676	5817434	92929145
2369	3882	32146	349655	6470102	91679868
1241	3054	38854	757520	5574013	89840972
1309	3332	30571	732307	6035798	89699551
1490	3632	32271	418030	6138769	89743413
1737	14396	31222	398842	6308985	97555652
1778	9534	31966	418848	6046949	91141372
1619	5638	37564	540167	5984309	90083269
1931	3282	31168	398382	6072887	88963069
2241	4398	104332	763650	5877043	85558985
0	4347	29380	563169	5593012	89757427
2271	3868	126699	466442	5742551	90492538
1714	10288	31138	632963	5766528	86243052
1571	3163	30735	426961	5510490	89498423
1806	203253	30092	557126	5519553	87121911
1596	11709	31587	401688	6035243	95601282
1119	11330	31793	644849	5747802	90231908
1997	3871	31546	416234	6187256	87503706
1069	3782	30240	508974	5670122	89570497
1406	3055	29040	504391	5604826	145791365
3216	11402	107294	733359	7799126	96832869
1770	3693	30983	421277	5969462	89576493
2056	9085	51250	402806	5951507	89053529
1299	5045	29982	638165	5806803	92352676
1618	10175	34271	539861	5643810	87662108
1674	3790	51720	581573	5867747	91747176
2212	11723	79761	478774	6142092	90870685
1208	35170	60382	566482	7351074	88974528
1569	3560	33801	308547	5865072	89227736
2389	11579	30316	526703	6131297	87133329
2265	3889	32246	494117	6279662	88241923
1046	3191	33567	766809	5871759	97734524
2389	3387	30549	400516	5709941	92197257
1588	3786	31023	456811	6048779	90247677
2051	4286	152944	662900	8506239	84828312
1335	10307	29771	537607	6624445	88933863
1773	10293	56916	410723	6312854	89939213
2013	4210	28963	504098	5681606	85909636
1466	3307	29559	534598	5362506	88332869
1008	4396	29282	613450	5427862	89662145
2307	4091	31245	420141	6071938	85893662
2312	9868	29456	405128	5745770	85205217
1939	3161	29755	403334	7360365	89140909
1661	9583	31907	412957	5555876	91725746
1667	3363	29574	425510	8423610	96548605
2117	4421	33922	427521	5898182	89377647
1570	3665	30221	641589	5803533	91138369
1935	11048	33231	565332	5663939	89553622
1809	4072	30328	461890	5622203	90211190
2965	3532	39006	423696	5830880	91184985
1503	12718	30324	657509	5727606	85907636
1562	9131	30763	447821	5975235	86222621
1921	3526	31503	415061	5837283	90652938
978	9714	31441	746649	5783654	89000445
1422	3381	30927	534376	5717190	86088907
1810	3990	29729	519942	5857605	89975156
1496	5284	30127	497609	6073426	88687984
3050	4301	31892	474200	7959183	91265863
2090	10472	30731	816506	8435874	90003974
1397	3618	30004	1176925	5844802	92236043
1787	3635	30963	549691	6318619	86906888
1591	18757	207931	872194	6900229	97749831
1395	4703	30084	513810	5896377	89617257
1392	4745	30938	461184	6178203	86069110
3974	15414	36285	447574	6417588	88668516
1615	35198	30916	432278	5682490	90075923
1605	3522	32175	417495	6280937	86574183
2115	3265	30121	419136	5934635	85608423
1472	6898	53353	498717	6001619	90018688
1694	32730	31398	420747	6029268	95395260
1863	4315	29365	831091	8358671	94632285
2556	3833	29184	877348	6090851	86829650
1974	3556	32574	796077	8308026	96903025
1542	10225	29314	493647	5818116	89197677
2113	3192	30706	516971	5641642	89929311
1385	90951	32063	549812	6212102	89242330
1631	9203	32262	541170	6199553	84481791
2114	9887	52348	400911	5591258	90185400
1627	12765	30511	534362	6240809	85029798
1771	3734	29583	404483	6324970	85035248
1462	3667	30454	401370	6488998	88674820
1846	9462	32793	491798	5682382	86180842
1544	4335	30552	427340	8274640	86809056
1635	9890	36531	524080	5827578	89882726
1556	10767	116820	791929	6926490	86060581
1940	21624	30481	568783	6090684	89564170
1724	19916	33176	525038	6253239	89707615
1613	4117	28731	369385	5151897	92331864
1899	3361	111598	883583	5704887	90876407
1609	9547	28926	462458	5661145	91809161
1404	4952	30302	655947	5762835	89650754
2312	3686	30994	625742	6137865	85354019
1513	7762	29916	1058169	7487401	93065243
1905	9947	29673	402737	5748440	91549822
1821	10513	30938	663146	5552825	89578632
2320	3968	32927	596966	5779631	85278084
1724	3601	35135	649700	5736022	92637338
1976	3779	32974	729631	7556250	91919685
2006	11954	175515	1661254	7327131	89216331
2148	11366	32042	840499	8327048	102693256
1363	3251	65346	420172	5706984	93135817
1626	9229	31040	595941	6604173	87327714
1385	4534	31213	498255	9039298	116548583
1505	10438	116410	494472	6501936	115408051
1405	10840	30414	512133	5898646	90532385
1750	4076	32762	438545	6097121	90529612
2355	7495	33178	625114	6306817	87596052
1531	3779	30738	455385	5860316	88690012
1626	10633	31553	499596	6513550	89663644
2143	11067	31031	514372	6280921	95943213
2375	20294	31494	559955	6433316	88121713
1499	3772	30398	545605	6015311	90374719
1527	3006	40639	833344	5824420	86041638
1786	3488	31157	515418	5384775	91516869
1517	10905	30499	509746	5829313	101374796
1650	11187	35089	500089	6110591	88061040
5880	3823	30478	622231	5736458	91182181
1757	3832	171351	531727	6055649	89695626
1778	4008	29583	401365	5686213	88760379
1737	3946	29708	524639	5574045	87239285
1633	3852	30197	400222	5617068	86864119
1859	13347	31096	438828	5554101	89626497
1780	9514	32311	527012	5784253	85534099
1264	10116	31026	489799	6109752	92012918
1718	3764	32865	418833	6186633	93301320
1857	12580	162755	439176	5939730	89560988
1676	11749	32103	712390	10692020	88276964
1527	4310	30391	519081	5813666	85697691
1266	4952	31202	325917	5991151	89218602
1456	3220	135559	822558	6067038	86479075
1089	4689	29765	508170	6263622	91970012
1316	13506	31195	539096	5982077	91339761
2030	4088	31419	506456	5570789	86986595
1456	3852	37245	401389	5845584	86314220
1769	3218	30613	422563	6176271	88710355
2072	3149	29320	453717	5819126	88716368
1291	3821	30840	527756	5954190	89050695
1635	6374	38557	438995	6188080	89542857
2170	11126	28798	617358	6028411	86864062
1866	3780	38929	539932	5772400	89233402
2021	12087	30447	421705	5981351	89359534
1612	4077	29765	535072	5740450	86397102
1410	4001	113914	410311	5749034	86322090
1839	3557	29855	704134	5847821	89687221
2385	3340	29837	545477	5674114	90060168
1608	3940	34036	630671	6094848	88892102
2250	11580	32499	642011	6479287	86795091
1397	3898	28983	539247	5756602	88998276
2191	10448	38190	521018	5823229	90466527
1858	3131	117283	631669	7910862	89974184
4798	10537	84980	527878	7278758	86541995
1950	9954	29487	402261	5676074	85803691
2457	4135	31493	418235	6360196	90195036
2265	3482	119159	509509	5896766	90449803
1924	13630	30482	477597	5697766	89150968
1485	4495	32322	468968	6401623	91284779
1746	3528	63464	792028	6440017	94747916
1571	3616	30378	484044	5663515	89212458
1748	3096	32190	548146	5902240	87693674
2029	15147	31473	496713	5987288	86494995
1499	7791	29819	404688	5888988	90008015
1416	4403	29757	514968	5880357	86153634
1521	38078	235260	403971	5905306	89087228
1518	3791	30833	418025	6107470	88220553
1680	3585	31268	404805	5536509	87062785
1539	12974	30115	708674	5726552	86496093
1872	3901	64830	566709	5919332	93052806
1184	3763	32857	684549	6696874	93472902
1783	4523	31061	529024	6002354	89842822
2335	13500	31448	654564	6407331	90020112
1630	14662	30798	575543	6305344	85401590
1273	4159	30534	576321	5666079	89373951
2196	3759	31045	499947	6098028	90395636
2183	67859	103801	529994	5918332	89998334
1811	3480	31462	615076	6082476	89560953
2247	9769	29933	426116	6034789	94158312
1470	3125	135037	523149	6388992	90691096
1268	10202	30900	585589	5826945	91201002
1799	13888	31794	514107	6139857	90864752
1825	10993	32038	422653	5807484	92185088
1454	3683	31139	849039	5835266	92438975
1233	3915	29017	594920	5561004	89986903
1557	4628	31438	912728	6284997	91061236
1873	12715	30718	521514	6284672	88924070
1533	3127	30430	522864	6050412	86136873
1391	13213	29453	400919	5754064	89997947
3810	10403	44962	531840	5714892	88105153
2342	2970	31705	396420	6028054	89753323
1299	10428	30989	423467	5972546	87635806
1685	3121	31770	432970	6113895	135079110
